Idő,Eseménykörnyezet,Összetevő,Esemény neve,Leírás,Eredet,IP-cím,Idő_dt,user_id,tetel_id,Uj_oszlop,hónap,hét,nap,óra,Munka_típus,lokacio,Munka_3utas,Tantervi_hét,Tantervi_hét_szám
"2025. június 16., 11:57:07",Feladat: zh (2025.06.12),Feladat,Leadás állapota megtekintve,The user with id '113382' has viewed the submission status page for the assignment with course module id '1520681'.,web,37.76.44.3,2025-06-16 11:57:07,113382,,Szamonkeres,6,25,16,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. június 16., 11:57:07",Feladat: zh (2025.06.12),Feladat,Visszajelzés megtekintve,The user with id '113382' viewed the feedback for the user with id '113382' for the assignment with course module id '1520681'.,web,37.76.44.3,2025-06-16 11:57:07,113382,,Szamonkeres,6,25,16,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. június 16., 11:57:07",Feladat: zh (2025.06.12),Feladat,Megtekintett kurzusmodul,The user with id '113382' viewed the 'assign' activity with course module id '1520681'.,web,37.76.44.3,2025-06-16 11:57:07,113382,,Szamonkeres,6,25,16,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. június 16., 11:51:17",Feladat: zh-B (2025.06.04),Feladat,Leadás állapota megtekintve,The user with id '113398' has viewed the submission status page for the assignment with course module id '1474063'.,web,78.22.112.135,2025-06-16 11:51:17,113398,,Szamonkeres,6,25,16,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. június 16., 11:51:17",Feladat: zh-B (2025.06.04),Feladat,Visszajelzés megtekintve,The user with id '113398' viewed the feedback for the user with id '113398' for the assignment with course module id '1474063'.,web,78.22.112.135,2025-06-16 11:51:17,113398,,Szamonkeres,6,25,16,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. június 16., 11:51:16",Feladat: zh-B (2025.06.04),Feladat,Megtekintett kurzusmodul,The user with id '113398' viewed the 'assign' activity with course module id '1474063'.,web,78.22.112.135,2025-06-16 11:51:16,113398,,Szamonkeres,6,25,16,11,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. június 16., 09:37:36",Fájl: zh_adatok,alaprendszer,Kurzustevékenység teljesítése frissítve,The user with id '113699' updated the completion state for the course module with id '1520680' for the user with id '113699'.,web,85.66.169.168,2025-06-16 09:37:36,113699,,Szamonkeres,6,25,16,9,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. június 16., 09:37:36",Teszt: Elmélet-2025.06.12,alaprendszer,Kurzustevékenység teljesítése frissítve,The user with id '113699' updated the completion state for the course module with id '1520679' for the user with id '113699'.,web,85.66.169.168,2025-06-16 09:37:36,113699,,Szamonkeres,6,25,16,9,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. június 14., 23:19:02",Feladat: zh-A (2025.06.04),Feladat,Leadás állapota megtekintve,The user with id '113578' has viewed the submission status page for the assignment with course module id '1520466'.,web,85.67.49.238,2025-06-14 23:19:02,113578,,Szamonkeres,6,24,14,23,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. június 14., 23:19:02",Feladat: zh-A (2025.06.04),Feladat,Visszajelzés megtekintve,The user with id '113578' viewed the feedback for the user with id '113578' for the assignment with course module id '1520466'.,web,85.67.49.238,2025-06-14 23:19:02,113578,,Szamonkeres,6,24,14,23,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. június 14., 23:19:01",Feladat: zh-A (2025.06.04),Feladat,Megtekintett kurzusmodul,The user with id '113578' viewed the 'assign' activity with course module id '1520466'.,web,85.67.49.238,2025-06-14 23:19:01,113578,,Szamonkeres,6,24,14,23,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. június 12., 14:55:59",Teszt: Elmélet-2025.06.12,Biztonságos vizsgaböngésző hozzáférési szabályai,A teszthez való hozzáférést megakadályozták,The user with id '94189' has been prevented from accessing quiz with id '583648' by the Safe Exam Browser access plugin. The reason was 'Érvénytelen SEB konfigurációs kulcs'. Expected config key: 'cb4fedca6616bcf8869b19cd0544af04de7fea5f46cb6c96e22eb0d7bf57ec7f'. Received config key: ''. Received browser exam key: ''.,web,104.28.130.41,2025-06-12 14:55:59,94189,,Szamonkeres,6,24,12,14,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. június 12., 14:55:59",Teszt: Elmélet-2025.06.12,Teszt,Megtekintett kurzusmodul,The user with id '94189' viewed the 'quiz' activity with course module id '1520679'.,web,104.28.130.41,2025-06-12 14:55:59,94189,,Szamonkeres,6,24,12,14,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. június 12., 14:55:46",Teszt: Elmélet-2025.06.12,Biztonságos vizsgaböngésző hozzáférési szabályai,A teszthez való hozzáférést megakadályozták,The user with id '94189' has been prevented from accessing quiz with id '583648' by the Safe Exam Browser access plugin. The reason was 'Érvénytelen SEB konfigurációs kulcs'. Expected config key: 'cb4fedca6616bcf8869b19cd0544af04de7fea5f46cb6c96e22eb0d7bf57ec7f'. Received config key: ''. Received browser exam key: ''.,web,104.28.130.41,2025-06-12 14:55:46,94189,,Szamonkeres,6,24,12,14,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. június 12., 14:55:46",Teszt: Elmélet-2025.06.12,Teszt,Megtekintett kurzusmodul,The user with id '94189' viewed the 'quiz' activity with course module id '1520679'.,web,104.28.130.41,2025-06-12 14:55:46,94189,,Szamonkeres,6,24,12,14,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. június 12., 10:17:33",Feladat: zh (2025.06.12),Feladat,Leadás állapota megtekintve,The user with id '113565' has viewed the submission status page for the assignment with course module id '1520681'.,web,146.110.166.183,2025-06-12 10:17:33,113565,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:17:33",Feladat: zh (2025.06.12),Feladat,Megtekintett kurzusmodul,The user with id '113565' viewed the 'assign' activity with course module id '1520681'.,web,146.110.166.183,2025-06-12 10:17:33,113565,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:17:33",Feladat: zh (2025.06.12),Feladat,Leadtak egy munkát.,The user with id '113565' has submitted the submission with id '3212551' for the assignment with course module id '1520681'.,web,146.110.166.183,2025-06-12 10:17:33,113565,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:17:33",Feladat: zh (2025.06.12),alaprendszer,Kurzustevékenység teljesítése frissítve,The user with id '113565' updated the completion state for the course module with id '1520681' for the user with id '113565'.,web,146.110.166.183,2025-06-12 10:17:33,113565,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:17:32",Feladat: zh (2025.06.12),Leadás állományban,Leadott munka létrehozva,The user with id '113565' created a file submission and uploaded '1' file/s in the assignment with course module id '1520681'.,web,146.110.166.183,2025-06-12 10:17:32,113565,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:17:32",Feladat: zh (2025.06.12),Leadás állományban,Feltöltöttek egy állományt.,The user with id '113565' has uploaded a file to the submission with id '3212551' in the assignment activity with course module id '1520681'.,web,146.110.166.183,2025-06-12 10:17:32,113565,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:17:32",Feladat: zh (2025.06.12),Online szövegben leadott munkák,Leadott munka létrehozva,The user with id '113565' created an online text submission with '0' words in the assignment with course module id '1520681'.,web,146.110.166.183,2025-06-12 10:17:32,113565,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:17:32",Feladat: zh (2025.06.12),Online szövegben leadott munkák,Online szöveget töltöttek föl.,The user with id '113565' has saved an online text submission with id '3212551' in the assignment activity with course module id '1520681'.,web,146.110.166.183,2025-06-12 10:17:32,113565,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:17:32",Feladat: zh (2025.06.12),Feladat,Megtekintett kurzusmodul,The user with id '113565' viewed the 'assign' activity with course module id '1520681'.,web,146.110.166.183,2025-06-12 10:17:32,113565,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:15:01",Feladat: zh (2025.06.12),Feladat,Leadási űrlap megtekintve,The user with id '113565' viewed their submission for the assignment with course module id '1520681'.,web,146.110.166.183,2025-06-12 10:15:01,113565,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:15:01",Feladat: zh (2025.06.12),Feladat,Megtekintett kurzusmodul,The user with id '113565' viewed the 'assign' activity with course module id '1520681'.,web,146.110.166.183,2025-06-12 10:15:01,113565,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:14:50",Feladat: zh (2025.06.12),Feladat,Leadás állapota megtekintve,The user with id '113565' has viewed the submission status page for the assignment with course module id '1520681'.,web,146.110.166.183,2025-06-12 10:14:50,113565,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:14:49",Feladat: zh (2025.06.12),Feladat,Megtekintett kurzusmodul,The user with id '113565' viewed the 'assign' activity with course module id '1520681'.,web,146.110.166.183,2025-06-12 10:14:49,113565,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:13:20",Feladat: zh (2025.06.12),Feladat,Leadás állapota megtekintve,The user with id '113367' has viewed the submission status page for the assignment with course module id '1520681'.,web,146.110.161.55,2025-06-12 10:13:20,113367,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:13:19",Feladat: zh (2025.06.12),Feladat,Megtekintett kurzusmodul,The user with id '113367' viewed the 'assign' activity with course module id '1520681'.,web,146.110.161.55,2025-06-12 10:13:19,113367,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:13:19",Feladat: zh (2025.06.12),Feladat,Leadtak egy munkát.,The user with id '113367' has submitted the submission with id '3212417' for the assignment with course module id '1520681'.,web,146.110.161.55,2025-06-12 10:13:19,113367,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:13:19",Feladat: zh (2025.06.12),alaprendszer,Kurzustevékenység teljesítése frissítve,The user with id '113367' updated the completion state for the course module with id '1520681' for the user with id '113367'.,web,146.110.161.55,2025-06-12 10:13:19,113367,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:13:19",Feladat: zh (2025.06.12),Leadás állományban,Leadott munka létrehozva,The user with id '113367' created a file submission and uploaded '1' file/s in the assignment with course module id '1520681'.,web,146.110.161.55,2025-06-12 10:13:19,113367,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:13:19",Feladat: zh (2025.06.12),Leadás állományban,Feltöltöttek egy állományt.,The user with id '113367' has uploaded a file to the submission with id '3212417' in the assignment activity with course module id '1520681'.,web,146.110.161.55,2025-06-12 10:13:19,113367,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:13:19",Feladat: zh (2025.06.12),Online szövegben leadott munkák,Leadott munka létrehozva,The user with id '113367' created an online text submission with '0' words in the assignment with course module id '1520681'.,web,146.110.161.55,2025-06-12 10:13:19,113367,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:13:19",Feladat: zh (2025.06.12),Online szövegben leadott munkák,Online szöveget töltöttek föl.,The user with id '113367' has saved an online text submission with id '3212417' in the assignment activity with course module id '1520681'.,web,146.110.161.55,2025-06-12 10:13:19,113367,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:13:19",Feladat: zh (2025.06.12),Feladat,Megtekintett kurzusmodul,The user with id '113367' viewed the 'assign' activity with course module id '1520681'.,web,146.110.161.55,2025-06-12 10:13:19,113367,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:13:06",Feladat: zh (2025.06.12),Feladat,Leadási űrlap megtekintve,The user with id '113367' viewed their submission for the assignment with course module id '1520681'.,web,146.110.161.55,2025-06-12 10:13:06,113367,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:13:05",Feladat: zh (2025.06.12),Feladat,Megtekintett kurzusmodul,The user with id '113367' viewed the 'assign' activity with course module id '1520681'.,web,146.110.161.55,2025-06-12 10:13:05,113367,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:13:02",Feladat: zh (2025.06.12),Feladat,Leadás állapota megtekintve,The user with id '113367' has viewed the submission status page for the assignment with course module id '1520681'.,web,146.110.161.55,2025-06-12 10:13:02,113367,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:13:01",Feladat: zh (2025.06.12),Feladat,Megtekintett kurzusmodul,The user with id '113367' viewed the 'assign' activity with course module id '1520681'.,web,146.110.161.55,2025-06-12 10:13:01,113367,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:11:26",Feladat: zh (2025.06.12),Feladat,Leadás állapota megtekintve,The user with id '113382' has viewed the submission status page for the assignment with course module id '1520681'.,web,146.110.169.205,2025-06-12 10:11:26,113382,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:11:26",Feladat: zh (2025.06.12),Feladat,Megtekintett kurzusmodul,The user with id '113382' viewed the 'assign' activity with course module id '1520681'.,web,146.110.169.205,2025-06-12 10:11:26,113382,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:11:26",Feladat: zh (2025.06.12),Feladat,Leadtak egy munkát.,The user with id '113382' has submitted the submission with id '3211908' for the assignment with course module id '1520681'.,web,146.110.169.205,2025-06-12 10:11:26,113382,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:11:26",Feladat: zh (2025.06.12),alaprendszer,Kurzustevékenység teljesítése frissítve,The user with id '113382' updated the completion state for the course module with id '1520681' for the user with id '113382'.,web,146.110.169.205,2025-06-12 10:11:26,113382,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:11:25",Feladat: zh (2025.06.12),Leadás állományban,Leadott munka létrehozva,The user with id '113382' created a file submission and uploaded '1' file/s in the assignment with course module id '1520681'.,web,146.110.169.205,2025-06-12 10:11:25,113382,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:11:25",Feladat: zh (2025.06.12),Leadás állományban,Feltöltöttek egy állományt.,The user with id '113382' has uploaded a file to the submission with id '3211908' in the assignment activity with course module id '1520681'.,web,146.110.169.205,2025-06-12 10:11:25,113382,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:11:25",Feladat: zh (2025.06.12),Online szövegben leadott munkák,Leadott munka létrehozva,The user with id '113382' created an online text submission with '0' words in the assignment with course module id '1520681'.,web,146.110.169.205,2025-06-12 10:11:25,113382,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:11:25",Feladat: zh (2025.06.12),Online szövegben leadott munkák,Online szöveget töltöttek föl.,The user with id '113382' has saved an online text submission with id '3211908' in the assignment activity with course module id '1520681'.,web,146.110.169.205,2025-06-12 10:11:25,113382,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:11:25",Feladat: zh (2025.06.12),Feladat,Megtekintett kurzusmodul,The user with id '113382' viewed the 'assign' activity with course module id '1520681'.,web,146.110.169.205,2025-06-12 10:11:25,113382,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:10:49",Feladat: zh (2025.06.12),Feladat,Leadási űrlap megtekintve,The user with id '113382' viewed their submission for the assignment with course module id '1520681'.,web,146.110.169.205,2025-06-12 10:10:49,113382,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:10:48",Feladat: zh (2025.06.12),Feladat,Megtekintett kurzusmodul,The user with id '113382' viewed the 'assign' activity with course module id '1520681'.,web,146.110.169.205,2025-06-12 10:10:48,113382,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:10:46",Feladat: zh (2025.06.12),Feladat,Leadás állapota megtekintve,The user with id '113382' has viewed the submission status page for the assignment with course module id '1520681'.,web,146.110.169.205,2025-06-12 10:10:46,113382,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:10:46",Feladat: zh (2025.06.12),Feladat,Megtekintett kurzusmodul,The user with id '113382' viewed the 'assign' activity with course module id '1520681'.,web,146.110.169.205,2025-06-12 10:10:46,113382,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:02:39",Feladat: zh (2025.06.12),Feladat,Leadás állapota megtekintve,The user with id '113217' has viewed the submission status page for the assignment with course module id '1520681'.,web,146.110.137.145,2025-06-12 10:02:39,113217,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:02:38",Feladat: zh (2025.06.12),Feladat,Megtekintett kurzusmodul,The user with id '113217' viewed the 'assign' activity with course module id '1520681'.,web,146.110.137.145,2025-06-12 10:02:38,113217,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:01:16",Feladat: zh (2025.06.12),Feladat,Leadás állapota megtekintve,The user with id '113217' has viewed the submission status page for the assignment with course module id '1520681'.,web,146.110.137.145,2025-06-12 10:01:16,113217,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:01:15",Feladat: zh (2025.06.12),Feladat,Megtekintett kurzusmodul,The user with id '113217' viewed the 'assign' activity with course module id '1520681'.,web,146.110.137.145,2025-06-12 10:01:15,113217,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:01:15",Feladat: zh (2025.06.12),Feladat,Leadtak egy munkát.,The user with id '113217' has submitted the submission with id '3212499' for the assignment with course module id '1520681'.,web,146.110.137.145,2025-06-12 10:01:15,113217,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:01:15",Feladat: zh (2025.06.12),alaprendszer,Kurzustevékenység teljesítése frissítve,The user with id '113217' updated the completion state for the course module with id '1520681' for the user with id '113217'.,web,146.110.137.145,2025-06-12 10:01:15,113217,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:01:15",Feladat: zh (2025.06.12),Leadás állományban,Leadott munka létrehozva,The user with id '113217' created a file submission and uploaded '1' file/s in the assignment with course module id '1520681'.,web,146.110.137.145,2025-06-12 10:01:15,113217,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:01:15",Feladat: zh (2025.06.12),Leadás állományban,Feltöltöttek egy állományt.,The user with id '113217' has uploaded a file to the submission with id '3212499' in the assignment activity with course module id '1520681'.,web,146.110.137.145,2025-06-12 10:01:15,113217,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:01:15",Feladat: zh (2025.06.12),Online szövegben leadott munkák,Leadott munka létrehozva,The user with id '113217' created an online text submission with '0' words in the assignment with course module id '1520681'.,web,146.110.137.145,2025-06-12 10:01:15,113217,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:01:15",Feladat: zh (2025.06.12),Online szövegben leadott munkák,Online szöveget töltöttek föl.,The user with id '113217' has saved an online text submission with id '3212499' in the assignment activity with course module id '1520681'.,web,146.110.137.145,2025-06-12 10:01:15,113217,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:01:15",Feladat: zh (2025.06.12),Feladat,Megtekintett kurzusmodul,The user with id '113217' viewed the 'assign' activity with course module id '1520681'.,web,146.110.137.145,2025-06-12 10:01:15,113217,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:00:23",Feladat: zh (2025.06.12),Feladat,Leadási űrlap megtekintve,The user with id '113217' viewed their submission for the assignment with course module id '1520681'.,web,146.110.137.145,2025-06-12 10:00:23,113217,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:00:23",Feladat: zh (2025.06.12),Feladat,Megtekintett kurzusmodul,The user with id '113217' viewed the 'assign' activity with course module id '1520681'.,web,146.110.137.145,2025-06-12 10:00:23,113217,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:00:21",Feladat: zh (2025.06.12),Feladat,Leadás állapota megtekintve,The user with id '113217' has viewed the submission status page for the assignment with course module id '1520681'.,web,146.110.137.145,2025-06-12 10:00:21,113217,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 10:00:21",Feladat: zh (2025.06.12),Feladat,Megtekintett kurzusmodul,The user with id '113217' viewed the 'assign' activity with course module id '1520681'.,web,146.110.137.145,2025-06-12 10:00:21,113217,,Szamonkeres,6,24,12,10,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 09:44:48",Fájl: zh_adatok,Tananyag,Megtekintett kurzusmodul,The user with id '113496' viewed the 'resource' activity with course module id '1520680'.,web,188.6.17.190,2025-06-12 09:44:48,113496,,Szamonkeres,6,24,12,9,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. június 12., 08:35:03",Fájl: zh_adatok,Tananyag,Megtekintett kurzusmodul,The user with id '113565' viewed the 'resource' activity with course module id '1520680'.,web,37.76.31.76,2025-06-12 08:35:03,113565,,Szamonkeres,6,24,12,8,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. június 12., 08:28:15",Teszt: Elmélet-2025.06.12,Biztonságos vizsgaböngésző hozzáférési szabályai,A teszthez való hozzáférést megakadályozták,The user with id '94189' has been prevented from accessing quiz with id '583648' by the Safe Exam Browser access plugin. The reason was 'Érvénytelen SEB konfigurációs kulcs'. Expected config key: 'cb4fedca6616bcf8869b19cd0544af04de7fea5f46cb6c96e22eb0d7bf57ec7f'. Received config key: ''. Received browser exam key: ''.,web,104.28.130.42,2025-06-12 08:28:15,94189,,Szamonkeres,6,24,12,8,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. június 12., 08:28:15",Teszt: Elmélet-2025.06.12,Teszt,Megtekintett kurzusmodul,The user with id '94189' viewed the 'quiz' activity with course module id '1520679'.,web,104.28.130.42,2025-06-12 08:28:15,94189,,Szamonkeres,6,24,12,8,Otthoni,Egyéb helyen,Otthoni,Ismeretlen,
"2025. június 12., 08:19:31",Fájl: zh_adatok,Tananyag,Megtekintett kurzusmodul,The user with id '113367' viewed the 'resource' activity with course module id '1520680'.,web,146.110.161.55,2025-06-12 08:19:31,113367,,Szamonkeres,6,24,12,8,Otthoni,Egyetemen,Otthoni,Ismeretlen,
"2025. június 12., 08:19:17",Fájl: zh_adatok,Tananyag,Megtekintett kurzusmodul,The user with id '113382' viewed the 'resource' activity with course module id '1520680'.,web,146.110.169.205,2025-06-12 08:19:17,113382,,Szamonkeres,6,24,12,8,Otthoni,Egyetemen,Otthoni,Ismeretlen,
